,SPCD,COMMON_NAME,SHARED_COMMON_NAME_IND,GENUS,SPECIES,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,C_SPGRPCD,P_SPGRPCD,WOODLAND,SFTWD_HRDWD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,CORE,EAST,WEST,CARIBBEAN,PACIFIC,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,DRYWT_TO_GREENWT_CONVERSION,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,CWD_DECAY_RATIO1,CWD_DECAY_RATIO2,CWD_DECAY_RATIO3,CWD_DECAY_RATIO4,CWD_DECAY_RATIO5,DWM_CARBON_RATIO,STANDING_DEAD_DECAY_RATIO1,STANDING_DEAD_DECAY_RATIO2,STANDING_DEAD_DECAY_RATIO3,STANDING_DEAD_DECAY_RATIO4,STANDING_DEAD_DECAY_RATIO5,CARBON_RATIO_LIVE,MANUAL_START,MANUAL_END,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,PURVES_TRAIT_SCORE
308,5164,bottlebrush buckeye,N,Aesculus,parviflora,,,AEPA2,55,55,,,N,H,3,37.0,,N,X,,,,X,X,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.481,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
309,5188,gray alder,N,Alnus,incana,,,ALIN2,55,55,,,N,H,3,37.0,,N,X,,,,X,X,X,,X,,,,,,,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.75,1.95444624537233,0.37,24.0,0.56,24.0,99.0,24.0,75.0,24.0,0.41,24.0,11.5,24.0,,,,,,,,,,,,,,,0.48,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.47675
310,5189,Italian alder,N,Alnus,cordata,,,ALCO13,55,55,,,N,H,3,37.0,146.0,N,,,,,,,X,,,,,,,,,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,7.0,,FS_NIMS_PNWRS,2023-03-06 13:26:10,798795,FS_NIMS,2023-05-25 22:32:46,732862.0,0.47675
311,5190,hazel alder,N,Alnus,serrulata,,,ALSE2,55,55,,,N,H,3,37.0,,N,X,,,,X,X,,,X,,,,,,,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84,1.76,0.37,25.0,0.56,25.0,99.0,25.0,75.0,25.0,0.41,25.0,11.5,25.0,,,,,,,,,,,,,,,0.48,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_NRS,2023-05-25 22:32:46,981125.0,0.47675
312,5192,green alder,N,Alnus,viridis,,,ALVI5,55,55,,,N,H,3,37.0,,N,X,,,,X,X,X,,X,,,,,,,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.47675
313,5203,Allegheny serviceberry,N,Amelanchier,laevis,,,AMLA,55,55,,,N,H,3,37.0,,N,X,,,,X,X,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84,1.76,0.66,25.0,0.5,25.0,48.0,25.0,60.0,25.0,0.79,25.0,8.6,25.0,,,,,,,,,,,,,,,0.47,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_NRS,2023-05-25 22:32:46,981125.0,0.5302307692307692
314,5232,Japanese angelica tree,N,Aralia,elata,,,AREL8,55,55,,,N,H,3,37.0,,N,X,,,,X,X,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
315,5233,devil's walkingstick,N,Aralia,spinosa,,,ARSP2,55,55,,,N,H,3,37.0,,N,X,,,,X,X,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
316,5256,smallflower pawpaw,N,Asimina,parviflora,,,ASPA18,55,55,,,N,H,3,37.0,221.0,N,X,,,,X,X,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.475,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
317,5259,silverling,N,Baccharis,glomeruliflora,,,BAGL,55,55,,,N,H,3,37.0,,N,,,,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
318,5260,eastern baccharis,N,Baccharis,halimifolia,,,BAHA,55,55,,,N,H,3,37.0,221.0,N,X,,,,X,X,,,X,,,,,,,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84,2.0,0.52,26.0,0.53,26.0,75.12,26.0,80.64,26.0,0.58,26.0,15.32,26.0,,,,,,,,,,,,,,,0.465,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_NRS,2023-05-25 22:32:46,67572.0,0.5418125
319,5261,peach palm,N,Bactris,gasipaes,,,BAGA2,53,53,,53.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.991,0.822,0.647,0.541,0.541,0.475,1.7,,SVC_NIMS_MAESTRO,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
320,5279,European white birch,N,Betula,pendula,,,BEPE3,55,55,,,N,H,3,37.0,,N,X,,,,X,X,X,,X,,,,,,,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84,2.0,0.51,25.0,0.58,25.0,73.75,25.0,54.66,25.0,0.58,25.0,10.94,25.0,,,,,,,,,,,,,,,0.418,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5418125
321,5280,Asian white birch,N,Betula,platyphylla,,,BEPL2,55,55,,,N,H,3,37.0,,N,X,,,,X,X,,,X,,,,,,,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.461,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5418125
322,5281,downy birch,N,Betula,pubescens,,,BEPU5,55,55,,,N,H,3,37.0,,N,X,,,,X,X,X,,X,,,,,,,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.517,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5418125
323,5322,fountain butterflybush,N,Buddleja,alternifolia,,,BUAL,55,55,,,N,H,3,37.0,,N,X,,,,X,X,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.483,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
324,5329,common box,N,Buxus,sempervirens,,,BUSE2,55,55,,,N,H,3,37.0,,N,X,,,,X,X,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.475,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
325,5363,camellia,N,Camellia,japonica,,,CAJA9,55,55,,,N,H,3,37.0,,N,X,,,,X,X,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84,2.0,0.52,26.0,0.53,26.0,75.12,26.0,80.64,26.0,0.58,26.0,15.32,26.0,,,,,,,,,,,,,,,0.475,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
326,5364,tea,N,Camellia,sinensis,,,CASI16,55,55,,,N,H,3,37.0,,N,,,,,,,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.475,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
327,5375,Siberian peashrub,N,Caragana,arborescens,,,CAAR18,55,55,,,N,H,3,37.0,,N,X,,,,X,X,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
328,5378,European hornbeam,N,Carpinus,betulus,,,CABE8,55,55,,,N,H,3,37.0,,N,X,,,,X,X,X,,X,,,,,,,7,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84,2.0,0.52,26.0,0.53,26.0,75.12,26.0,80.64,26.0,0.58,26.0,15.32,26.0,,,,,,,,,,,,,,,0.475,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5418125
329,5401,Japanese chestnut,N,Castanea,crenata,,,CACR27,55,55,,,N,H,3,37.0,,N,X,,,,X,X,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.479,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
330,5402,European chestnut,N,Castanea,sativa,,,CASA27,55,55,,,N,H,3,37.0,,N,X,,,,X,X,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.471,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
331,5411,Chinese catalpa,N,Catalpa,ovata,,,CAOV5,55,55,,,N,H,3,37.0,,N,X,,,,X,X,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.478,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
332,5415,snowbrush ceanothus,N,Ceanothus,velutinus,,,CEVE,55,55,,,N,H,3,37.0,,N,X,,,,X,X,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
333,5420,Atlas cedar,N,Cedrus,atlantica,,,CEAT4,56,56,,,N,S,3,20.0,,N,,X,,,,,X,,,,,,,,,3,-2.5384,2.4814,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.6276,2.0,0.41,22.0,0.46,22.0,78.0,22.0,98.0,22.0,0.43,22.0,16.2,22.0,,,,,,,,,,,,,,,0.503,7.0,,FS_NIMS_PNWRS,2023-03-06 13:26:10,798795,FS_NIMS,2023-05-25 22:32:46,732862.0,0.3181333333333333
334,5421,cedar of Lebanon,N,Cedrus,libani,,,CELI6,56,56,,,N,S,3,20.0,,N,,X,,,,,X,,,,,,,,,4,-2.5356,2.4349,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.84,2.0,0.41,26.0,0.42,26.0,74.28,26.0,70.51,26.0,0.44,26.0,14.47,26.0,,,,,,,,,,,,,,,0.504,7.0,,FS_NIMS_PNWRS,2023-03-06 13:26:10,798795,FS_NIMS,2023-05-25 22:32:46,732862.0,0.34524
335,5423,Deodar cedar,N,Cedrus,deodara,,,CEDE2,56,56,,,N,S,3,20.0,,N,X,,,,X,X,X,,X,,,,,,,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.84,2.0,0.41,26.0,0.42,26.0,74.28,26.0,70.51,26.0,0.44,26.0,14.47,26.0,,,,,,,,,,,,,,,0.479,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.38705263157894737
336,5432,common buttonbush,N,Cephalanthus,occidentalis,,,CEOC2,55,55,,,N,H,3,37.0,,N,X,,,,X,X,X,,X,,,,,,,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84,1.76,0.52,26.0,0.53,26.0,75.12,26.0,80.64,26.0,0.58,26.0,15.32,26.0,,,,,,,,,,,,,,,0.465,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_NRS,2023-05-25 22:32:46,981125.0,0.5418125
337,7210,silkrubber,N,Funtumia,elastica,,,FUEL,54,54,54.0,54.0,N,H,3,37.0,227.0,N,,,C,P,,,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.485,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
338,7211,avocado,N,Persea,americana,,,PEAM3,43,47,54.0,54.0,N,H,3,37.0,146.0,Y,E,W,C,P,,,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.982,0.793,0.618,0.525,0.525,0.475,2.0,,NIMS_2_1,2023-03-06 13:26:10,333,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
339,7212,Gourka,N,Garcinia,dulcis,,,GADU3,53,53,53.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
340,6004,small Philippine acacia,N,Acacia,confusa,,,ACCO,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.71291,26.0,0.71291,26.0,75.13,26.0,80.49,26.0,0.71291,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.468,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
341,6007,koaoha,N,Acacia,koaia,,,ACKO2,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.77,26.0,0.77,26.0,75.13,26.0,80.49,26.0,0.77,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.466,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
342,6008,porknut,N,Acacia,macracantha,,,ACMA,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
343,6009,black wattle,Y,Acacia,mangium,,,ACMA12,54,54,54.0,54.0,N,H,3,37.0,227.0,N,,,C,P,,,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.452,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
344,6010,black wattle,Y,Acacia,mearnsii,,,ACME80,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.65,26.0,0.65,26.0,75.13,26.0,80.49,26.0,0.65,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.394,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
345,6011,blackwood,N,Acacia,melanoxylon,,,ACME,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.55539,,0.55539,,,,,,0.55539,,,,,,,,,,,,,,,,,,0.396,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
346,6012,spineless wattle,N,Acacia,muricata,,,ACMU,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
347,6013,gum arabic tree,N,Acacia,nilotica,,,ACNI2,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
348,6014,South Wales wattle,N,Acacia,parramattensis,,,ACPA81,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.77,,0.77,,,,,,0.77,,,,,,,,,,,,,,,,,,0.466,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
349,6015,Acacia polyacantha,N,Acacia,polyacantha,,,ACPO3,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
350,6016,silver wattle,N,Acacia,dealbata,,,ACDE3,55,55,,,N,H,3,37.0,146.0,N,,,,,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.404,7.0,,FS_NIMS_PNWRS,2023-03-06 13:26:10,798795,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
351,6017,green wattle,N,Acacia,decurrens,,,ACDE,55,55,,,N,H,3,37.0,146.0,N,,,,,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.471,7.0,,FS_NIMS_PNWRS,2023-03-06 13:26:10,798795,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
352,6018,poponax,N,Acacia,tortuosa,,,ACTO,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
353,6019,Sydney golden wattle,N,Acacia,longifolia,,,ACLO,55,55,,,N,H,3,37.0,146.0,N,,,,,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,1.758473594,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,,,,,,,,,,0.99,0.8,0.54,0.43,0.33,0.475,7.0,,FS_NIMS_PNWRS,2023-03-06 13:26:10,798795,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
354,6020,prickly Moses,N,Acacia,verticillata,,,ACVE2,55,55,,,N,H,3,37.0,146.0,N,,,,,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.471,7.0,,FS_NIMS_PNWRS,2023-03-06 13:26:10,798795,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
355,6021,hollowheart,N,Acnistus,arborescens,,,ACAR,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
