,SPCD,COMMON_NAME,SHARED_COMMON_NAME_IND,GENUS,SPECIES,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,C_SPGRPCD,P_SPGRPCD,WOODLAND,SFTWD_HRDWD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,CORE,EAST,WEST,CARIBBEAN,PACIFIC,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,DRYWT_TO_GREENWT_CONVERSION,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,CWD_DECAY_RATIO1,CWD_DECAY_RATIO2,CWD_DECAY_RATIO3,CWD_DECAY_RATIO4,CWD_DECAY_RATIO5,DWM_CARBON_RATIO,STANDING_DEAD_DECAY_RATIO1,STANDING_DEAD_DECAY_RATIO2,STANDING_DEAD_DECAY_RATIO3,STANDING_DEAD_DECAY_RATIO4,STANDING_DEAD_DECAY_RATIO5,CARBON_RATIO_LIVE,MANUAL_START,MANUAL_END,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,PURVES_TRAIT_SCORE
356,6023,grugru palm,N,Acrocomia,media,,,ACME2,53,53,53.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
357,6025,baobab,N,Adansonia,digitata,,,ADDI3,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
358,6026,wild lime,N,Adelia,ricinella,,,ADRI,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
359,7146,false coffee,N,Faramea,occidentalis,,,FAOC,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.464,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
360,7147,feijoa,N,Feijoa,sellowiana,,,FESE2,55,55,,,N,H,3,37.0,146.0,N,,,,,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473594,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,,,,,,,,,,0.99,0.8,0.54,0.43,0.33,0.475,7.0,,FS_NIMS_PNWRS,2023-03-06 13:26:10,798795,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
361,7148,Jamaican cherry fig,N,Ficus,americana,,,FIAM,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
362,8510,raintree,Y,Sambucus,spp.,,,SAMBU,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.429,,0.429,,,,,,0.429,,,,,,,,,,,,,,,,,,0.478,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
363,8511,Graves oak,N,Quercus,gravesii,,,QUGR2,26,47,,,N,H,4,29.0,221.0,N,E,,,,,,,,X,,,,,,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.764930431904305,0.59,24.0,0.58,24.0,75.27,24.0,83.0,24.0,0.66,24.0,19.12,24.0,0.12798,0.92267,0.12506,1.0,0.78,0.45,0.42,0.42,0.491,1.013,0.861,0.688,0.686,0.686,0.472,4.0,,NIMS_PROD_3_0,2023-03-06 13:26:10,333,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5294901960784314
364,8512,Mexican white oak,N,Quercus,polymorpha,,,QUPO2,26,47,,,N,H,4,29.0,221.0,N,E,,,,,,,,X,,,,,,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.764930431904305,0.59,24.0,0.58,24.0,75.27,24.0,83.0,24.0,0.66,24.0,19.12,24.0,0.12798,0.92267,0.12506,1.0,0.78,0.45,0.42,0.42,0.491,1.013,0.861,0.688,0.686,0.686,0.424,4.0,,NIMS_PROD_3_0,2023-03-06 13:26:10,333,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5294901960784314
365,8513,Buckley oak,N,Quercus,buckleyi,,,QUBU2,28,47,,,N,H,4,29.0,221.0,N,E,,,,,,,,X,,,,,,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,1.764930431904305,0.59,24.0,0.58,24.0,75.27,24.0,83.0,24.0,0.66,24.0,19.12,24.0,0.12798,0.92267,0.12506,1.0,0.78,0.45,0.42,0.42,0.491,1.013,0.861,0.688,0.686,0.686,0.472,4.0,,NIMS_40,2023-03-06 13:26:10,10497,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5294901960784314
366,8514,Lacey oak,N,Quercus,laceyi,,,QULA,26,47,,,N,H,4,29.0,221.0,N,E,,,,,,,,X,,,,,,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.764930431904305,0.59,24.0,0.58,24.0,75.27,24.0,83.0,24.0,0.66,24.0,19.12,24.0,0.12798,0.92267,0.12506,1.0,0.78,0.45,0.42,0.42,0.491,1.013,0.861,0.688,0.686,0.686,0.472,4.0,,NIMS_PROD_3_0,2023-03-06 13:26:10,333,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5294901960784314
367,8515,"santol, kechapi",N,Sandoricum,koetjape,,,SAKO4,54,54,,54.0,N,H,4,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.39,26.0,0.39,26.0,75.13,26.0,80.49,26.0,0.39,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.479,5.0,,FS_NIMS_PNWRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
368,8516,coastal sandalwood,N,Santalum,ellipticum,,,SAEL2,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.7594,26.0,0.7594,26.0,75.13,26.0,80.49,26.0,0.7594,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.466,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,290487.0,0.5302307692307692
369,8517,forest sandalwood,N,Santalum,freycinetianum,,,SAFR4,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.7594,26.0,0.7594,26.0,75.13,26.0,80.49,26.0,0.7594,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.466,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,290487.0,0.5302307692307692
370,8518,sandalwood,Y,Santalum,album,,,SAAL16,54,54,,54.0,N,H,3,37.0,227.0,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,1.7,,SVC_NIMS_MAESTRO,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
371,6178,meduu,N,Artocarpus,spp.,,,ARTOC,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.484,,0.484,,,,,,0.484,,,,,,,,,,,,,,,,,,0.476,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
372,6179,taputoi,Y,Arytera,brackenridgei,,,ARBR11,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.63284,26.0,0.63284,26.0,75.13,26.0,80.49,26.0,0.63284,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.471,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
373,6181,afia,N,Ascarina,diffusa,,,ASDI14,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.45,,0.45,,,,,,0.45,,,,,,,,,,,,,,,,,,0.477,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
374,6184,Astronidium kusaianum,N,Astronidium,kusaianum,,,ASKU2,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.685,26.0,0.685,26.0,75.13,26.0,80.49,26.0,0.685,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.469,5.0,,KCAMPBELL,2023-03-06 13:26:10,77777,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
375,6185,Astronidium navigatorum,N,Astronidium,navigatorum,,,ASNA10,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.68,,0.68,,,,,,0.68,,,,,,,,,,,,,,,,,,0.469,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
376,6186,mesekui,N,Astronidium,palauense,,,ASPA37,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.68,26.0,0.68,26.0,75.13,26.0,80.49,26.0,0.68,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.469,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
377,6187,Astronidium pickeringii,N,Astronidium,pickeringii,,,ASPI11,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.68,26.0,0.68,26.0,75.13,26.0,80.49,26.0,0.68,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.469,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
378,6188,Astronidium samoense,N,Astronidium,samoense,,,ASSA23,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.68,,0.68,,,,,,0.68,,,,,,,,,,,,,,,,,,0.469,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
379,6189,Astronidium,N,Astronidium,spp.,,,ASTRO4,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.68,,0.68,,,,,,0.68,,,,,,,,,,,,,,,,,,0.469,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
380,6190,Astronidium subcordata,N,Astronidium,subcordata,,,ASSU31,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.68,,0.68,,,,,,0.68,,,,,,,,,,,,,,,,,,0.469,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
381,6193,ifi ifi,N,Atuna,racemosa,,,ATRA2,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.65,26.0,0.65,26.0,75.13,26.0,80.49,26.0,0.65,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.47,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
382,6197,Bilimbi,N,Averrhoa,bilimbi,,,AVBI,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.42,26.0,0.42,26.0,75.13,26.0,80.49,26.0,0.42,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.478,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
383,6198,carambola,N,Averrhoa,carambola,,,AVCA,54,54,54.0,54.0,N,H,3,37.0,227.0,N,,,C,P,,,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
384,951,American basswood,N,Tilia,americana,,,TIAM,38,47,,,N,H,3,35.0,124.0,Y,E,,,,X,X,,,X,X,X,X,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.67171,2.0329846112311016,0.32,1.0,0.48,3.0,105.34375,1.0,90.3125,22.0,0.37,1.0,10.5,28.0,0.12766,0.91979,0.12152,1.0,1.0,0.8,0.37,0.282,0.491,1.04,1.08,0.848,0.525,0.525,0.482,1.7,,NIMS_2_1,2023-03-06 13:26:10,333,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.462
385,952,white basswood,N,Tilia,americana,heterophylla,,TIAMH,38,47,,,N,H,3,35.0,124.0,N,E,,,,X,X,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.67171,2.0295392719892913,0.32,24.0,0.48,24.0,105.0,24.0,90.0,24.0,0.37,24.0,10.53,24.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,1.04,1.08,0.848,0.525,0.525,0.482,1.7,,NIMS_2_1,2023-03-06 13:26:10,333,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.88
386,953,Carolina basswood,N,Tilia,americana,caroliniana,,TIAMC,38,47,,,N,H,3,35.0,124.0,N,E,,,,X,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.67171,2.0295392719892913,0.32,24.0,0.48,24.0,105.0,24.0,90.0,24.0,0.37,24.0,10.53,24.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,1.04,1.08,0.848,0.525,0.525,0.482,1.7,,NIMS_2_1,2023-03-06 13:26:10,333,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
387,970,elm spp.,N,Ulmus,spp.,,,ULMUS,41,47,,,N,H,3,36.0,221.0,N,E,,,,X,X,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,1.6851552149283573,0.54,23.0,0.43,23.0,66.0,23.0,91.08,14.0,0.59,23.0,14.0,32.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.982,0.793,0.618,0.525,0.525,0.474,1.7,,NIMS_2_1,2023-03-06 13:26:10,333,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.286
388,971,winged elm,N,Ulmus,alata,,,ULAL,41,47,,,N,H,4,36.0,209.0,Y,E,,,,X,X,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,1.4469713714932126,0.6,11.0,0.45,22.0,41.56667,22.0,74.51111,22.0,0.66,11.0,14.0,21.0,0.12766,0.91979,0.12152,0.944,0.734,0.583,0.37,0.282,0.491,0.982,0.793,0.618,0.525,0.525,0.472,1.7,,NIMS_2_1,2023-03-06 13:26:10,333,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.717
389,972,American elm,N,Ulmus,americana,,,ULAM,41,47,,,N,H,3,36.0,94.0,Y,E,,,,X,X,,X,X,X,X,X,,X,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,1.9216679415644171,0.46,1.0,0.44,3.0,94.0,1.0,78.47727,22.0,0.5,1.0,14.0,21.0,0.12766,0.91979,0.12152,0.944,0.734,0.583,0.37,0.282,0.491,0.982,0.793,0.618,0.525,0.525,0.477,1.7,,NIMS_2_1,2023-03-06 13:26:10,333,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.536
390,5435,katsura tree,N,Cercidiphyllum,japonicum,,,CEJA2,55,55,,,N,H,3,37.0,,N,X,,,,X,X,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84,1.76,0.52,26.0,0.53,26.0,75.12,26.0,80.64,26.0,0.58,26.0,15.32,26.0,,,,,,,,,,,,,,,0.452,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_NRS,2023-05-25 22:32:46,981125.0,0.5302307692307692
391,5436,California redbud,N,Cercis,orbiculata,,,CEOR9,55,55,,,N,H,3,37.0,,N,X,,,,X,X,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.475,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
392,5443,hinoki false cypress,N,Chamaecyparis,obtusa,,,CHOB8,56,56,,,N,S,2,20.0,,N,X,,,,X,X,X,,X,,,,,,,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.84,1.76,0.37,24.0,0.4,24.0,77.27,24.0,92.32,24.0,0.4,24.0,11.58,24.0,,,,,,,,,,,,,,,0.498,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_NRS,2023-05-25 22:32:46,981125.0,0.38705263157894737
393,5462,desert willow,N,Chilopsis,linearis,,,CHLI2,55,55,,,N,H,3,37.0,,N,X,,,,X,X,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.457,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
394,7103,Underwood's stopper,N,Eugenia,underwoodii,,,EUUN,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
395,7104,Surinam cherry,N,Eugenia,uniflora,,,EUUN2,54,54,54.0,54.0,N,H,3,37.0,227.0,N,,,C,P,,,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
396,7105,aridland stopper,N,Eugenia,xerophytica,,,EUXE,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
397,7109,Mexican shrubby spurge,N,Euphorbia,cotinifolia,,,EUCO24,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
398,7110,Kauai spurge,N,Euphorbia,haeleeleana,,,EUHA2,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.45,,0.45,,,,,,0.45,,,,,,,,,,,,,,,,,,0.477,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
